"Dates";"G0";"Ta"
2013-10-02 05:10:00;0;15.41
2013-10-02 06:10:00;0;15.28
2013-10-02 07:10:00;0;15.23
2013-10-02 08:10:00;87;15.78
2013-10-02 09:10:00;259;17.55
2013-10-02 10:10:00;503.01;19.21
2013-10-02 11:10:00;658.01;21.09
2013-10-02 12:10:00;468;22.38
2013-10-02 13:10:00;585;23.19
2013-10-02 14:10:00;414;23.55
2013-10-02 15:10:00;467;23.6
2013-10-02 16:10:00;490.01;23.72
2013-10-02 17:10:00;220;23.62
2013-10-02 18:10:00;49;23.24
2013-10-02 19:10:00;0;21.87
2013-10-02 20:10:00;0;21.03
2013-10-02 21:10:00;0;20.17
2013-10-02 22:10:00;0;19.8
2013-10-02 23:10:00;0;18.69
2013-10-03 00:10:00;0;17.72
2013-10-03 01:10:00;0;17.05
2013-10-03 02:10:00;0;17.24
2013-10-03 03:10:00;0;16.69
2013-10-03 04:10:00;0;16.18
2013-10-03 05:10:00;0;15.65
2013-10-03 06:10:00;0;15.11
2013-10-03 07:10:00;0;15.06
2013-10-03 08:10:00;129;15.61
2013-10-03 09:10:00;281;17.08
2013-10-03 10:10:00;477.01;18.54
2013-10-03 11:10:00;356;19.49
2013-10-03 12:10:00;342;20.62
2013-10-03 13:10:00;565;21.42
2013-10-03 14:10:00;220;21.9
2013-10-03 15:10:00;62;21.72
2013-10-03 16:10:00;380;21.55
2013-10-03 17:10:00;269;21.43
2013-10-03 18:10:00;89;20.73
2013-10-03 19:10:00;0;19.77
2013-10-03 20:10:00;0;18.59
2013-10-03 21:10:00;0;17.9
2013-10-03 22:10:00;0;16.26
2013-10-03 23:10:00;0;15.76
2013-10-04 00:10:00;0;15.5
2013-10-04 01:10:00;0;15.47
2013-10-04 02:10:00;0;15.24
2013-10-04 03:10:00;0;15.04
2013-10-04 04:10:00;0;15.3
2013-10-04 05:10:00;0;15.34
2013-10-04 06:10:00;0;15.45
2013-10-04 07:10:00;0;15.53
2013-10-04 08:10:00;98;15.46
2013-10-04 09:10:00;154;15.85
2013-10-04 10:10:00;359;16.8
2013-10-04 11:10:00;256;17.9
2013-10-04 12:10:00;661.01;18.64
2013-10-04 13:10:00;434;19.52
2013-10-04 14:10:00;698.01;20.08
2013-10-04 15:10:00;611.01;20.71
2013-10-04 16:10:00;434.01;20.79
2013-10-04 17:10:00;279;20.73
2013-10-04 18:10:00;89;19.82
2013-10-04 19:10:00;0;18.41
2013-10-04 20:10:00;0;17.19
2013-10-04 21:10:00;0;15.61
2013-10-04 22:10:00;0;15.08
2013-10-04 23:10:00;0;14.4
2013-10-05 00:10:00;0;13.77
2013-10-05 01:10:00;0;13.25
2013-10-05 02:10:00;0;12.63
2013-10-05 03:10:00;0;12.05
2013-10-05 04:10:00;0;11.97
2013-10-05 05:10:00;0;11.55
2013-10-05 06:10:00;0;11.53
2013-10-05 07:10:00;0;11.44
2013-10-05 08:10:00;129;12.35
2013-10-05 09:10:00;317;14.2
2013-10-05 10:10:00;491.01;16.65
2013-10-05 11:10:00;627.01;18.51
2013-10-05 12:10:00;710.01;19.71
2013-10-05 13:10:00;734.01;20.75
2013-10-05 14:10:00;689.01;21.16
2013-10-05 15:10:00;515.01;21.48
2013-10-05 16:10:00;300;21.63
2013-10-05 17:10:00;227;21.59
2013-10-05 18:10:00;70;21.16
2013-10-05 19:10:00;0;19.48
2013-10-05 20:10:00;0;18.61
2013-10-05 21:10:00;0;17.13
2013-10-05 22:10:00;0;15.91
2013-10-05 23:10:00;0;15.64
2013-10-06 00:10:00;0;14.82
2013-10-06 01:10:00;0;14.63
2013-10-06 02:10:00;0;14.17
2013-10-06 03:10:00;0;13.59
2013-10-06 04:10:00;0;12.99
2013-10-06 05:10:00;0;12.46
2013-10-06 06:10:00;0;12.02
2013-10-06 07:10:00;0;11.66
2013-10-06 08:10:00;122;11.62
2013-10-06 09:10:00;306;13.71
2013-10-06 10:10:00;481.01;15.68
2013-10-06 11:10:00;615.01;17.37
2013-10-06 12:10:00;698.01;18.83
2013-10-06 13:10:00;725.01;19.99
2013-10-06 14:10:00;690.01;20.81
2013-10-06 15:10:00;597.01;21.34
2013-10-06 16:10:00;445.01;21.61
2013-10-06 17:10:00;267;21.48
2013-10-06 18:10:00;80;20.93
2013-10-06 19:10:00;0;18.85
2013-10-06 20:10:00;0;18.31
2013-10-06 21:10:00;0;16.72
2013-10-06 22:10:00;0;15.07
2013-10-06 23:10:00;0;14.13
2013-10-07 00:10:00;0;13.61
2013-10-07 01:10:00;0;13.37
2013-10-07 02:10:00;0;13.06
2013-10-07 03:10:00;0;12.44
2013-10-07 04:10:00;0;11.91
2013-10-07 05:10:00;0;11.43
2013-10-07 06:10:00;0;10.95
2013-10-07 07:10:00;0;10.52
2013-10-07 08:10:00;119;10.11
2013-10-07 09:10:00;302;12.96
2013-10-07 10:10:00;474.01;15.43
2013-10-07 11:10:00;614.01;17.5
2013-10-07 12:10:00;697.01;19
2013-10-07 13:10:00;720.01;20.11
2013-10-07 14:10:00;685.01;20.98
2013-10-07 15:10:00;594.01;21.56
2013-10-07 16:10:00;441.01;21.84
2013-10-07 17:10:00;263;21.75
2013-10-07 18:10:00;74;21.25
2013-10-07 19:10:00;0;19.4
2013-10-07 20:10:00;0;18.05
2013-10-07 21:10:00;0;18.73
2013-10-07 22:10:00;0;16.64
2013-10-07 23:10:00;0;14.36
2013-10-08 00:10:00;0;12.91
2013-10-08 01:10:00;0;11.85
2013-10-08 02:10:00;0;10.92
2013-10-08 03:10:00;0;10.58
2013-10-08 04:10:00;0;10.35
2013-10-08 05:10:00;0;10.08
2013-10-08 06:10:00;0;9.69
2013-10-08 07:10:00;0;9.39
2013-10-08 08:10:00;117;9.15
2013-10-08 09:10:00;203;12.65
2013-10-08 10:10:00;367;15.78
2013-10-08 11:10:00;602.01;17.84
2013-10-08 12:10:00;684.01;19.63
2013-10-08 13:10:00;714.01;21.04
2013-10-08 14:10:00;679.01;22.01
2013-10-08 15:10:00;585.01;22.58
2013-10-08 16:10:00;433.01;22.82
2013-10-08 17:10:00;256;22.65
2013-10-08 18:10:00;70;21.88
2013-10-08 19:10:00;0;20.05
2013-10-08 20:10:00;0;18.71
2013-10-08 21:10:00;0;19.35
2013-10-08 22:10:00;0;18.38
2013-10-08 23:10:00;0;14.97
2013-10-09 00:10:00;0;13.69
2013-10-09 01:10:00;0;13.56
2013-10-09 02:10:00;0;13.55
2013-10-09 03:10:00;0;13.11
2013-10-09 04:10:00;0;12.65
2013-10-09 05:10:00;0;12.25
2013-10-09 06:10:00;0;11.94
2013-10-09 07:10:00;0;11.57
2013-10-09 08:10:00;114;11.67
2013-10-09 09:10:00;236;13.67
2013-10-09 10:10:00;344;15.72
2013-10-09 11:10:00;598.01;17.49
2013-10-09 12:10:00;687.01;18.89
2013-10-09 13:10:00;709.01;20.05
2013-10-09 14:10:00;674.01;21.07
2013-10-09 15:10:00;579.01;21.68
2013-10-09 16:10:00;425.01;21.88
2013-10-09 17:10:00;252;21.69
2013-10-09 18:10:00;56.37;21.08
2013-10-09 19:10:00;0;19.4
2013-10-09 20:10:00;0;18.29
2013-10-09 21:10:00;0;19.23
2013-10-09 22:10:00;0;18.16
2013-10-09 23:10:00;0;14.93
2013-10-10 00:10:00;0;13.19
2013-10-10 01:10:00;0;12.31
2013-10-10 02:10:00;0;12.25
2013-10-10 03:10:00;0;11.91
2013-10-10 04:10:00;0;11.84
2013-10-10 05:10:00;0;11.17
2013-10-10 06:10:00;0;10.48
2013-10-10 07:10:00;0;9.82
2013-10-10 08:10:00;108;9.54
2013-10-10 09:10:00;294;12.83
2013-10-10 10:10:00;466.01;15.91
2013-10-10 11:10:00;596.01;18.18
2013-10-10 12:10:00;685.01;20.04
2013-10-10 13:10:00;704.01;21.55
2013-10-10 14:10:00;668.01;22.62
2013-10-10 15:10:00;570.01;23.36
2013-10-10 16:10:00;405.01;23.73
2013-10-10 17:10:00;241;23.62
2013-10-10 18:10:00;52.2;22.64
2013-10-10 19:10:00;0;20.15
2013-10-10 20:10:00;0;17.87
2013-10-10 21:10:00;0;16.27
2013-10-10 22:10:00;0;14.81
2013-10-10 23:10:00;0;13.54
2013-10-11 00:10:00;0;12.47
2013-10-11 01:10:00;0;11.98
2013-10-11 02:10:00;0;11.85
2013-10-11 03:10:00;0;11.4
2013-10-11 04:10:00;0;11.03
2013-10-11 05:10:00;0;10.53
2013-10-11 06:10:00;0;9.79
2013-10-11 07:10:00;0;9.12
2013-10-11 08:10:00;103;8.88
2013-10-11 09:10:00;287;11.98
2013-10-11 10:10:00;457.01;14.59
2013-10-11 11:10:00;588.01;16.53
2013-10-11 12:10:00;676.01;18.14
2013-10-11 13:10:00;702.01;19.61
2013-10-11 14:10:00;669.01;20.72
2013-10-11 15:10:00;570.01;21.5
2013-10-11 16:10:00;416.01;21.94
2013-10-11 17:10:00;239;21.85
2013-10-11 18:10:00;48.05;21.04
2013-10-11 19:10:00;0;19.04
2013-10-11 20:10:00;0;17.03
2013-10-11 21:10:00;0;16.02
2013-10-11 22:10:00;0;14.76
2013-10-11 23:10:00;0;13.82
2013-10-12 00:10:00;0;13.03
2013-10-12 01:10:00;0;12.23
2013-10-12 02:10:00;0;11.6
2013-10-12 03:10:00;0;10.99
2013-10-12 04:10:00;0;10.41
2013-10-12 05:10:00;0;9.9
2013-10-12 06:10:00;0;9.4
2013-10-12 07:10:00;0;9
2013-10-12 08:10:00;101;8.41
2013-10-12 09:10:00;264;10.36
2013-10-12 10:10:00;428.01;12.68
2013-10-12 11:10:00;564.01;14.79
2013-10-12 12:10:00;653.01;16.36
2013-10-12 13:10:00;633.01;17.88
2013-10-12 14:10:00;625.01;19.13
2013-10-12 15:10:00;480.01;19.98
2013-10-12 16:10:00;319;20.16
2013-10-12 17:10:00;196;19.89
2013-10-12 18:10:00;42.48;18.99
2013-10-12 19:10:00;0;17.4
2013-10-12 20:10:00;0;16.18
2013-10-12 21:10:00;0;15.08
2013-10-12 22:10:00;0;14.15
2013-10-12 23:10:00;0;13.19
2013-10-13 00:10:00;0;12.22
2013-10-13 01:10:00;0;11.42
2013-10-13 02:10:00;0;10.56
2013-10-13 03:10:00;0;9.86
2013-10-13 04:10:00;0;9.3
2013-10-13 05:10:00;0;8.9
2013-10-13 06:10:00;0;8.79
2013-10-13 07:10:00;0;8.74
2013-10-13 08:10:00;75;8.62
2013-10-13 09:10:00;187;10.74
2013-10-13 10:10:00;328;12.93
2013-10-13 11:10:00;358;14.81
2013-10-13 12:10:00;371;16.52
2013-10-13 13:10:00;420;17.81
2013-10-13 14:10:00;598.01;19.05
2013-10-13 15:10:00;528.01;19.83
2013-10-13 16:10:00;400.01;20.28
2013-10-13 17:10:00;220;20.24
2013-10-13 18:10:00;39.67;19.4
2013-10-13 19:10:00;0;17.67
2013-10-13 20:10:00;0;15.75
2013-10-13 21:10:00;0;14.73
2013-10-13 22:10:00;0;13.86
2013-10-13 23:10:00;0;12.96
2013-10-14 00:10:00;0;12.23
2013-10-14 01:10:00;0;11.53
2013-10-14 02:10:00;0;11.4
2013-10-14 03:10:00;0;11.7
2013-10-14 04:10:00;0;11.5
2013-10-14 05:10:00;0;10.94
2013-10-14 06:10:00;0;10.46
2013-10-14 07:10:00;0;10.18
2013-10-14 08:10:00;98;9.62
2013-10-14 09:10:00;261;10.9
2013-10-14 10:10:00;419.01;12.92
2013-10-14 11:10:00;561.01;14.62
2013-10-14 12:10:00;653.01;16.24
2013-10-14 13:10:00;682.01;17.75
2013-10-14 14:10:00;631.01;18.94
2013-10-14 15:10:00;473.01;19.52
2013-10-14 16:10:00;407.01;19.68
2013-10-14 17:10:00;197;19.62
2013-10-14 18:10:00;37.71;19.04
2013-10-14 19:10:00;0;17.89
2013-10-14 20:10:00;0;16.97
2013-10-14 21:10:00;0;16.26
2013-10-14 22:10:00;0;15.56
2013-10-14 23:10:00;0;14.93
2013-10-15 00:10:00;0;14.29
2013-10-15 01:10:00;0;13.96
2013-10-15 02:10:00;0;13.57
2013-10-15 03:10:00;0;13.05
2013-10-15 04:10:00;0;12.61
2013-10-15 05:10:00;0;12.24
2013-10-15 06:10:00;0;11.95
2013-10-15 07:10:00;0;11.53
2013-10-15 08:10:00;48;12.64
2013-10-15 09:10:00;145;13.48
2013-10-15 10:10:00;281;14.6
2013-10-15 11:10:00;414;15.73
2013-10-15 12:10:00;264;17.38
2013-10-15 13:10:00;523;19.32
2013-10-15 14:10:00;602.01;20.34
2013-10-15 15:10:00;352;20.78
2013-10-15 16:10:00;318;21.21
2013-10-15 17:10:00;163;21.04
2013-10-15 18:10:00;28.44;19.88
2013-10-15 19:10:00;0;18.29
2013-10-15 20:10:00;0;17.88
2013-10-15 21:10:00;0;16.94
2013-10-15 22:10:00;0;16.11
2013-10-15 23:10:00;0;15.33
2013-10-16 00:10:00;0;14.52
2013-10-16 01:10:00;0;13.78
2013-10-16 02:10:00;0;13.13
2013-10-16 03:10:00;0;12.8
2013-10-16 04:10:00;0;12.9
2013-10-16 05:10:00;0;13.13
2013-10-16 06:10:00;0;12.84
2013-10-16 07:10:00;0;12.51
2013-10-16 08:10:00;61;12.01
2013-10-16 09:10:00;131;13.05
2013-10-16 10:10:00;191;15.52
2013-10-16 11:10:00;321;17.73
2013-10-16 12:10:00;647.01;19.61
2013-10-16 13:10:00;678.01;21.34
2013-10-16 14:10:00;634.01;22.63
2013-10-16 15:10:00;538.01;23.53
2013-10-16 16:10:00;387.01;23.91
2013-10-16 17:10:00;214;23.73
2013-10-16 18:10:00;31.56;22.62
2013-10-16 19:10:00;0;20.42
2013-10-16 20:10:00;0;18.46
2013-10-16 21:10:00;0;17.19
2013-10-16 22:10:00;0;17.35
2013-10-16 23:10:00;0;16.76
2013-10-17 00:10:00;0;15
2013-10-17 01:10:00;0;13.15
2013-10-17 02:10:00;0;12.51
2013-10-17 03:10:00;0;12.16
2013-10-17 04:10:00;0;11.94
2013-10-17 05:10:00;0;11.78
2013-10-17 06:10:00;0;11.75
2013-10-17 07:10:00;0;11.75
2013-10-17 08:10:00;71;11.72
2013-10-17 09:10:00;274.01;14.06
2013-10-17 10:10:00;397.01;17.04
2013-10-17 11:10:00;483.01;19.31
2013-10-17 12:10:00;610.01;21.14
2013-10-17 13:10:00;604.01;22.39
2013-10-17 14:10:00;503;23.3
2013-10-17 15:10:00;424;23.75
2013-10-17 16:10:00;338;23.99
2013-10-17 17:10:00;125;23.51
2013-10-17 18:10:00;18.57;22.44
2013-10-17 19:10:00;0;20.95
2013-10-17 20:10:00;0;19.69
2013-10-17 21:10:00;0;19.1
2013-10-17 22:10:00;0;17.8
2013-10-17 23:10:00;0;16.42
2013-10-18 00:10:00;0;15.96
2013-10-18 01:10:00;0;15.86
2013-10-18 02:10:00;0;15.36
2013-10-18 03:10:00;0;14.92
2013-10-18 04:10:00;0;14.45
2013-10-18 05:10:00;0;13.86
2013-10-18 06:10:00;0;13.35
2013-10-18 07:10:00;0;12.99
2013-10-18 08:10:00;81;12.11
2013-10-18 09:10:00;258;14.12
2013-10-18 10:10:00;425.01;17.04
2013-10-18 11:10:00;557.01;19.41
2013-10-18 12:10:00;636.01;20.99
2013-10-18 13:10:00;656.01;22.18
2013-10-18 14:10:00;616.01;22.98
2013-10-18 15:10:00;513.01;23.44
2013-10-18 16:10:00;285;23.37
2013-10-18 17:10:00;151;22.88
2013-10-18 18:10:00;26.94;21.69
2013-10-18 19:10:00;0;19.82
2013-10-18 20:10:00;0;18.67
2013-10-18 21:10:00;0;17.59
2013-10-18 22:10:00;0;16.83
2013-10-18 23:10:00;0;16.32
2013-10-19 00:10:00;0;15.71
2013-10-19 01:10:00;0;15.35
2013-10-19 02:10:00;0;14.98
2013-10-19 03:10:00;0;13.82
2013-10-19 04:10:00;0;13.12
2013-10-19 05:10:00;0;12.64
2013-10-19 06:10:00;0;12.36
2013-10-19 07:10:00;0;12.29
2013-10-19 08:10:00;40;13.27
2013-10-19 09:10:00;89;14.02
2013-10-19 10:10:00;58;15.11
2013-10-19 11:10:00;372;15.91
2013-10-19 12:10:00;569.01;16.73
2013-10-19 13:10:00;492;17.34
2013-10-19 14:10:00;421;17.73
2013-10-19 15:10:00;382;17.82
2013-10-19 16:10:00;147;18.25
2013-10-19 17:10:00;69;17.23
2013-10-19 18:10:00;19.03;16.32
2013-10-19 19:10:00;0;15.7
2013-10-19 20:10:00;0;15.48
2013-10-19 21:10:00;0;14.77
2013-10-19 22:10:00;0;13.97
2013-10-19 23:10:00;0;13.28
2013-10-20 00:10:00;0;13.3
2013-10-20 01:10:00;0;13.45
2013-10-20 02:10:00;0;13.67
2013-10-20 03:10:00;0;13.41
2013-10-20 04:10:00;0;13.29
2013-10-20 05:10:00;0;13.41
2013-10-20 06:10:00;0;13.28
2013-10-20 07:10:00;0;13.1
2013-10-20 08:10:00;71;13.13
2013-10-20 09:10:00;252;13.22
2013-10-20 10:10:00;416.01;13.5
2013-10-20 11:10:00;527.01;14.72
2013-10-20 12:10:00;619.01;16.43
2013-10-20 13:10:00;642.01;17.72
2013-10-20 14:10:00;611.01;18.49
2013-10-20 15:10:00;510.01;18.86
2013-10-20 16:10:00;361.01;18.75
2013-10-20 17:10:00;190;18.19
2013-10-20 18:10:00;20.88;17.2
2013-10-20 19:10:00;0;15.78
2013-10-20 20:10:00;0;14.62
2013-10-20 21:10:00;0;13.67
2013-10-20 22:10:00;0;12.5
2013-10-20 23:10:00;0;12.28
2013-10-21 00:10:00;0;12.62
2013-10-21 01:10:00;0;12.46
2013-10-21 02:10:00;0;11.96
2013-10-21 03:10:00;0;11.55
2013-10-21 04:10:00;0;11.28
2013-10-21 05:10:00;0;10.21
2013-10-21 06:10:00;0;9.54
2013-10-21 07:10:00;0;9.07
2013-10-21 08:10:00;29;9.38
2013-10-21 09:10:00;160;11.05
2013-10-21 10:10:00;344;13.67
2013-10-21 11:10:00;548.01;15.69
2013-10-21 12:10:00;624.01;17.34
2013-10-21 13:10:00;612.01;18.52
2013-10-21 14:10:00;449;19.36
2013-10-21 15:10:00;368;19.6
2013-10-21 16:10:00;226;19.55
2013-10-21 17:10:00;147;19.18
2013-10-21 18:10:00;12;18.22
2013-10-21 19:10:00;0;16.71
2013-10-21 20:10:00;0;16.07
2013-10-21 21:10:00;0;16.14
2013-10-21 22:10:00;0;14.54
2013-10-21 23:10:00;0;12.9
2013-10-22 00:10:00;0;11.9
2013-10-22 01:10:00;0;11.91
2013-10-22 02:10:00;0;12.03
2013-10-22 03:10:00;0;12.19
2013-10-22 04:10:00;0;12.14
2013-10-22 05:10:00;0;12.02
2013-10-22 06:10:00;0;11.94
2013-10-22 07:10:00;0;11.8
2013-10-22 08:10:00;39;11.67
2013-10-22 09:10:00;94;11.75
2013-10-22 10:10:00;115;11.9
2013-10-22 11:10:00;102;12.21
2013-10-22 12:10:00;69;12.54
2013-10-22 13:10:00;96;12.83
2013-10-22 14:10:00;95;13.07
2013-10-22 15:10:00;76;13.17
2013-10-22 16:10:00;37;13.44
2013-10-22 17:10:00;36;13.98
2013-10-22 18:10:00;0;14
2013-10-22 19:10:00;0;13.53
2013-10-22 20:10:00;0;13.84
2013-10-22 21:10:00;0;13.4
2013-10-22 22:10:00;0;13
2013-10-22 23:10:00;0;12.81
2013-10-23 00:10:00;0;12.92
2013-10-23 01:10:00;0;12.52
2013-10-23 02:10:00;0;12.23
2013-10-23 03:10:00;0;12.28
2013-10-23 04:10:00;0;12.28
2013-10-23 05:10:00;0;12.22
2013-10-23 06:10:00;0;12.02
2013-10-23 07:10:00;0;11.87
2013-10-23 08:10:00;70;12.03
2013-10-23 09:10:00;226;12.23
2013-10-23 10:10:00;255;12.63
2013-10-23 11:10:00;437;14.03
2013-10-23 12:10:00;415;15.3
2013-10-23 13:10:00;468;16.61
2013-10-23 14:10:00;463;16.76
2013-10-23 15:10:00;328;16.77
2013-10-23 16:10:00;328.01;16.69
2013-10-23 17:10:00;155;16.33
2013-10-23 18:10:00;0;15.68
2013-10-23 19:10:00;0;14.63
2013-10-23 20:10:00;0;14.29
2013-10-23 21:10:00;0;13.05
2013-10-23 22:10:00;0;13.69
2013-10-23 23:10:00;0;12.67
2013-10-24 00:10:00;0;12.42
2013-10-24 01:10:00;0;12.04
2013-10-24 02:10:00;0;11.91
2013-10-24 03:10:00;0;12.06
2013-10-24 04:10:00;0;11.63
2013-10-24 05:10:00;0;11.48
2013-10-24 06:10:00;0;11.52
2013-10-24 07:10:00;0;11.52
2013-10-24 08:10:00;40.19;11.71
2013-10-24 09:10:00;0;12.71
2013-10-24 10:10:00;117;13.09
2013-10-24 11:10:00;393;13.62
2013-10-24 12:10:00;209;14.15
2013-10-24 13:10:00;360;15.94
2013-10-24 14:10:00;52;17.41
2013-10-24 15:10:00;212;17.59
2013-10-24 16:10:00;68;18.08
2013-10-24 17:10:00;154;18.13
2013-10-24 18:10:00;0;17.1
2013-10-24 19:10:00;0;16.4
2013-10-24 20:10:00;0;15.76
2013-10-24 21:10:00;0;15.35
2013-10-24 22:10:00;0;15.23
2013-10-24 23:10:00;0;15.25
2013-10-25 00:10:00;0;15.24
2013-10-25 01:10:00;0;15.27
2013-10-25 02:10:00;0;15.11
2013-10-25 03:10:00;0;14.84
2013-10-25 04:10:00;0;14.81
2013-10-25 05:10:00;0;14.83
2013-10-25 06:10:00;0;14.81
2013-10-25 07:10:00;0;14.76
2013-10-25 08:10:00;23;14.35
2013-10-25 09:10:00;126;14.59
2013-10-25 10:10:00;166;15.07
2013-10-25 11:10:00;128;15.94
2013-10-25 12:10:00;89;16.71
2013-10-25 13:10:00;297;17.61
2013-10-25 14:10:00;430;18.21
2013-10-25 15:10:00;64;16.85
2013-10-25 16:10:00;124;16.29
2013-10-25 17:10:00;158;16.23
2013-10-25 18:10:00;0;15.21
2013-10-25 19:10:00;0;13.92
2013-10-25 20:10:00;0;13.8
2013-10-25 21:10:00;0;12.91
2013-10-25 22:10:00;0;11.91
2013-10-25 23:10:00;0;11.24
2013-10-26 00:10:00;0;11.3
2013-10-26 01:10:00;0;12.4
2013-10-26 02:10:00;0;12.57
2013-10-26 03:10:00;0;12.59
2013-10-26 04:10:00;0;12.24
2013-10-26 05:10:00;0;12.19
2013-10-26 06:10:00;0;12
2013-10-26 07:10:00;0;11.81
2013-10-26 08:10:00;49;11.08
2013-10-26 09:10:00;79;12.52
2013-10-26 10:10:00;363.01;14.43
2013-10-26 11:10:00;492.01;15.71
2013-10-26 12:10:00;346;16.25
2013-10-26 13:10:00;357;16.95
2013-10-26 14:10:00;308;17.34
2013-10-26 15:10:00;346;17.88
2013-10-26 16:10:00;323.01;17.69
2013-10-26 17:10:00;139;17.41
2013-10-26 18:10:00;0;16.71
2013-10-26 19:10:00;0;14.98
2013-10-26 20:10:00;0;13.62
2013-10-26 21:10:00;0;13.06
2013-10-26 22:10:00;0;12.73
2013-10-26 23:10:00;0;12.41
2013-10-27 00:10:00;0;11.89
2013-10-27 01:10:00;0;11.07
2013-10-27 02:10:00;0;10.85
2013-10-27 03:10:00;0;11.75
2013-10-27 04:10:00;0;11.38
2013-10-27 05:10:00;0;10.87
2013-10-27 06:10:00;0;10.81
2013-10-27 07:10:00;38.41;10.32
2013-10-27 08:10:00;235.01;10.82
2013-10-27 09:10:00;363.01;13.53
2013-10-27 10:10:00;521.01;15.51
2013-10-27 11:10:00;608.01;16.98
2013-10-27 12:10:00;634.01;17.98
2013-10-27 13:10:00;596.01;18.63
2013-10-27 14:10:00;456.01;18.94
2013-10-27 15:10:00;323.01;18.92
2013-10-27 16:10:00;141;18.46
2013-10-27 17:10:00;0;17.45
2013-10-27 18:10:00;0;16.01
2013-10-27 19:10:00;0;16.25
2013-10-27 20:10:00;0;14.59
2013-10-27 21:10:00;0;13.3
2013-10-27 22:10:00;0;13.08
2013-10-27 23:10:00;0;13.21
2013-10-28 00:10:00;0;13.24
2013-10-28 01:10:00;0;13.18
2013-10-28 02:10:00;0;13.11
2013-10-28 03:10:00;0;12.78
2013-10-28 04:10:00;0;12.28
2013-10-28 05:10:00;0;11.7
2013-10-28 06:10:00;0;11.37
2013-10-28 07:10:00;42.35;11.13
2013-10-28 08:10:00;220.01;11.68
2013-10-28 09:10:00;385.01;14.36
2013-10-28 10:10:00;534.01;16.31
2013-10-28 11:10:00;571.01;17.56
2013-10-28 12:10:00;439;18.52
2013-10-28 13:10:00;476.01;19.03
2013-10-28 14:10:00;431.01;19.21
2013-10-28 15:10:00;270;19.05
2013-10-28 16:10:00;149;18.28
2013-10-28 17:10:00;0;16.98
2013-10-28 18:10:00;0;15.71
2013-10-28 19:10:00;0;15.13
2013-10-28 20:10:00;0;14.58
2013-10-28 21:10:00;0;14.13
2013-10-28 22:10:00;0;13.77
2013-10-28 23:10:00;0;13.21
2013-10-29 00:10:00;0;12.37
2013-10-29 01:10:00;0;11.2
2013-10-29 02:10:00;0;10.35
2013-10-29 03:10:00;0;9.6
2013-10-29 04:10:00;0;8.93
2013-10-29 05:10:00;0;8.31
2013-10-29 06:10:00;0;7.73
2013-10-29 07:10:00;43.52;7.11
2013-10-29 08:10:00;211;7.82
2013-10-29 09:10:00;374.01;9.59
2013-10-29 10:10:00;505.01;10.98
2013-10-29 11:10:00;591.01;11.96
2013-10-29 12:10:00;604.01;12.91
2013-10-29 13:10:00;468.01;13.28
2013-10-29 14:10:00;372;13.46
2013-10-29 15:10:00;321.01;13.49
2013-10-29 16:10:00;149;13.15
2013-10-29 17:10:00;0;12.3
2013-10-29 18:10:00;0;11.04
2013-10-29 19:10:00;0;10.15
2013-10-29 20:10:00;0;9.39
2013-10-29 21:10:00;0;8.61
2013-10-29 22:10:00;0;7.83
2013-10-29 23:10:00;0;6.98
2013-10-30 00:10:00;0;6.07
2013-10-30 01:10:00;0;5.29
2013-10-30 02:10:00;0;4.67
2013-10-30 03:10:00;0;4.15
2013-10-30 04:10:00;0;3.63
2013-10-30 05:10:00;0;3.29
2013-10-30 06:10:00;0;3.02
2013-10-30 07:10:00;37.91;2.98
2013-10-30 08:10:00;178;4.98
2013-10-30 09:10:00;391.01;7.77
2013-10-30 10:10:00;503.01;9.82
2013-10-30 11:10:00;586.01;11.43
2013-10-30 12:10:00;605.01;12.71
2013-10-30 13:10:00;551.01;13.59
2013-10-30 14:10:00;441.01;14.11
2013-10-30 15:10:00;304.01;14.32
2013-10-30 16:10:00;135;14.03
2013-10-30 17:10:00;0;13.04
2013-10-30 18:10:00;0;11.44
2013-10-30 19:10:00;0;10.11
2013-10-30 20:10:00;0;9.14
2013-10-30 21:10:00;0;8.29
2013-10-30 22:10:00;0;7.3
2013-10-30 23:10:00;0;6.19
2013-10-31 00:10:00;0;5.25
2013-10-31 01:10:00;0;4.58
2013-10-31 02:10:00;0;3.96
2013-10-31 03:10:00;0;3.47
2013-10-31 04:10:00;0;3.11
2013-10-31 05:10:00;0;2.72
2013-10-31 06:10:00;0;2.37
2013-10-31 07:10:00;35.26;2.05
2013-10-31 08:10:00;205.01;3.92
2013-10-31 09:10:00;369.01;7.51
2013-10-31 10:10:00;492.01;9.82
2013-10-31 11:10:00;581.01;11.63
2013-10-31 12:10:00;599.01;13.21
2013-10-31 13:10:00;554.01;14.54
2013-10-31 14:10:00;457.01;15.42
2013-10-31 15:10:00;323.01;15.77
2013-10-31 16:10:00;117;15.59
2013-10-31 17:10:00;0;14.29
2013-10-31 18:10:00;0;11.83
2013-10-31 19:10:00;0;10.07
2013-10-31 20:10:00;0;8.56
2013-10-31 21:10:00;0;7.28
2013-10-31 22:10:00;0;6.54
2013-10-31 23:10:00;0;7.14
2013-11-01 00:10:00;0;6.59
2013-11-01 01:10:00;0;5.97
2013-11-01 02:10:00;0;5.28
2013-11-01 03:10:00;0;4.94
2013-11-01 04:10:00;0;4.97
